SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ABPE0001-BASE,variable,Abrazadera Tipo Pera,"Abrazadera Tipo Pera 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
ABPE0001,variation,Abrazadera Tipo Pera - 1/2 pulg,"Abrazadera Tipo Pera 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.61,id:ABPE0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABPE0002,variation,Abrazadera Tipo Pera - 3/4 pulg,"Abrazadera Tipo Pera 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,8.32,id:ABPE0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABPE0005,variation,Abrazadera Tipo Pera - 1 1/2 pulg,"Abrazadera Tipo Pera 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.93,id:ABPE0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0001-BASE,variable,Abrazadera Unicanal,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUN0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
ABUN0001,variation,Abrazadera Unicanal - 1/2 pulg,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.03,id:ABUN0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0002,variation,Abrazadera Unicanal - 3/4 pulg,"Abrazadera Unicanal 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.09,id:ABUN0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUN0004,variation,Abrazadera Unicanal - 1 1/4 pulg,"Abrazadera Unicanal 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.84,id:ABUN0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUN0005,variation,Abrazadera Unicanal - 1 1/2 pulg,"Abrazadera Unicanal 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.2,id:ABUN0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0007,variation,Abrazadera Unicanal - 2 1/2 pulg,"Abrazadera Unicanal 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,36.38,id:ABUN0001-BASE,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0003,simple,"Abrazadera Unicanal 1""","Abrazadera Unicanal 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.32,,,,,,,,,,,,,
ABUN0006,simple,"Abrazadera Unicanal 2""","Abrazadera Unicanal 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,16.58,,,,,,,,,,,,,
ABUN0008,simple,"Abrazadera Unicanal 3""","Abrazadera Unicanal 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,40.38,,,,,,,,,,,,,
ABUN0009,simple,"Abrazadera Unicanal 4""","Abrazadera Unicanal 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,48.23,,,,,,,,,,,,,
ABUÃ0001-BASE,variable,Abrazadera Uña,"Abrazadera Uãa 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
ABUÃ0001,variation,Abrazadera Uña - 1/2 pulg,"Abrazadera Uãa 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,1.87,id:ABUÃ0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUÃ0002,variation,Abrazadera Uña - 3/4 pulg,"Abrazadera Uãa 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,4.14,id:ABUÃ0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUÃ0004,variation,Abrazadera Uña - 1 1/4 pulg,"Abrazadera Uãa 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,7.74,id:ABUÃ0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUÃ0005,variation,Abrazadera Uña - 1 1/2 pulg,"Abrazadera Uãa 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,9.03,id:ABUÃ0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUÃ0003,simple,"Abrazadera Uña 1""","Abrazadera Uãa 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÃ0006,simple,"Abrazadera Uña 2""","Abrazadera Uãa 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÃ0008,simple,"Abrazadera Uña 3""","Abrazadera Uãa 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÃ0009,simple,Abrazadera Uña 4,"Abrazadera Uãa 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ABUÑ0005-BASE,variable,Abrazadera Uña,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,Medida,"1 1/2 pulg, 1 1/4 pulg, 1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ABUÑ0005,variation,Abrazadera Uña - 1 1/2 pulg,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,9.03,id:ABUÑ0005-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0004,variation,Abrazadera Uña - 1 1/4 pulg,"Abrazadera Uña 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,7.74,id:ABUÑ0005-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0001,variation,Abrazadera Uña - 1/2 pulg,"Abrazadera Uña 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,1.87,id:ABUÑ0005-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0002,variation,Abrazadera Uña - 3/4 pulg,"Abrazadera Uña 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,4.14,id:ABUÑ0005-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0003,simple,"Abrazadera Uña 1""","Abrazadera Uña 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÑ0006,simple,"Abrazadera Uña 2""","Abrazadera Uña 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÑ0008,simple,"Abrazadera Uña 3""","Abrazadera Uña 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÑ0009,simple,Abrazadera Uña 4,"Abrazadera Uña 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ARAC0006-BASE,variable,Arandela Acero Inoxidable Presion,"Arandela Acero Inoxidable Presion 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAC0006-BASE.jpg,,,Medida,"1/2 pulg, 1/4 pulg, 3/8 pulg, 5/8 pulg",1,1,Marca,,1,1,,,,
ARAC0006,variation,Arandela Acero Inoxidable Presion - 1/2 pulg,"Arandela Acero Inoxidable Presion 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,2.68,id:ARAC0006-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAC0007,variation,Arandela Acero Inoxidable Presion - 1/4 pulg,"Arandela Acero Inoxidable Presion 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,id:ARAC0006-BASE,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARAC0008,variation,Arandela Acero Inoxidable Presion - 3/8 pulg,"Arandela Acero Inoxidable Presion 3/8. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,id:ARAC0006-BASE,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARAC0009,variation,Arandela Acero Inoxidable Presion - 5/8 pulg,"Arandela Acero Inoxidable Presion 5/8"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.29,id:ARAC0006-BASE,Medida,5/8 pulg,1,1,Marca,,1,1,,,,
ARAN0015-BASE,variable,Arandela Cuadrada de,"Arandela Cuadrada de 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAN0015-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ARAN0015,variation,Arandela Cuadrada de - 1/2 pulg,"Arandela Cuadrada de 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,18.0,id:ARAN0015-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAN0016,variation,Arandela Cuadrada de - 3/4 pulg,"Arandela Cuadrada de 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,24.0,id:ARAN0015-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ARAN0002-BASE,variable,Arandela Galv Plana,"Arandela Galv Plana 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARAN0002-BASE.jpg,,,Medida,"1/4 pulg, 3/8 pulg, 1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ARAN0002,variation,Arandela Galv Plana - 1/4 pulg,"Arandela Galv Plana 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.18,id:ARAN0002-BASE,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARAN0004,variation,Arandela Galv Plana - 3/8 pulg,"Arandela Galv Plana 3/8. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.38,id:ARAN0002-BASE,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARAN0005,variation,Arandela Galv Plana - 1/2 pulg,"Arandela Galv Plana 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,1.46,id:ARAN0002-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAN0007,variation,Arandela Galv Plana - 3/4 pulg,"Arandela Galv Plana 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,4.11,id:ARAN0002-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ARBR0003-BASE,variable,Arandela Plana Bronce Al Silicio,"Arandela Plana Bronce Al Silicio 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARBR0003-BASE.png,,,Medida,"1/4 pulg, 3/8 pulg, 1/2 pulg",1,1,Marca,,1,1,,,,
ARBR0003,variation,Arandela Plana Bronce Al Silicio - 1/4 pulg,"Arandela Plana Bronce Al Silicio 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,8.24,id:ARBR0003-BASE,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARBR0005,variation,Arandela Plana Bronce Al Silicio - 3/8 pulg,"Arandela Plana Bronce Al Silicio 3/8"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,16.29,id:ARBR0003-BASE,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARBR0010,variation,Arandela Plana Bronce Al Silicio - 1/2 pulg,"Arandela Plana Bronce Al Silicio 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,28.4,id:ARBR0003-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
BALA0032-BASE,variable,Balastro Aditivo Metalico,"Balastro Aditivo Metalico 1000w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Accesorios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/BE-1X20.jpg,,,Medida,"1000w, 4000w",1,1,Marca,,1,1,,,,
BALA0032,variation,Balastro Aditivo Metalico - 1000w,"Balastro Aditivo Metalico 1000w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Accesorios,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,0.0,id:BALA0032-BASE,Medida,1000w,1,1,Marca,,1,1,,,,
BALA0400,variation,Balastro Aditivo Metalico - 4000w,Balastro Aditivo Metalico 4000w. Solución de iluminación eficiente e innovadora. Ideal para crear el ambiente perfecto con excelente rendimiento y ahorro de energía.,ILUMINACION,https://dummyimage.com/600x600/cccccc/000000.png,1225.71,id:BALA0032-BASE,Medida,4000w,1,1,Marca,,1,1,,,,
BAMA0001-BASE,variable,Base para Mastil,"Base para Mastil 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_BAMA0001-BASE.jpg,,,Medida,"3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
BAMA0001,variation,Base para Mastil - 3/4 pulg,"Base para Mastil 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,35.02,id:BAMA0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
BAMA0003,variation,Base para Mastil - 1 1/4 pulg,"Base para Mastil 1 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,38.31,id:BAMA0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
BAMA0004,variation,Base para Mastil - 1 1/2 pulg,"Base para Mastil 1 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,39.73,id:BAMA0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
BAMA0006,variation,Base para Mastil - 2 1/2 pulg,"Base para Mastil 2 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,0.0,id:BAMA0001-BASE,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
43425-BASE,variable,Blíster con 2 Candados de Latón de  con Gancho Corto,"Blã­ster con 2 Candados de Latã³n de 20mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D2.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D3.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_D4.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EIND1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CL-20_FC1.jpg",,,Medida,"20mm, 25mm",1,1,Marca,,1,1,,,,
43425,variation,Blíster con 2 Candados de Latón de  con Gancho Corto - 20mm,"Blã­ster con 2 Candados de Latã³n de 20mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/CL-20.jpg, https://www.truper.com/media/import/imagenes/CL-20+D1.jpg, https://www.truper.com/media/import/imagenes/CL-20+D2.jpg, https://www.truper.com/media/import/imagenes/CL-20+D3.jpg, https://www.truper.com/media/import/imagenes/CL-20+D4.jpg, https://www.truper.com/media/import/imagenes/CL-20+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-20+FC1.jpg",87.93,id:43425-BASE,Medida,20mm,1,1,Marca,,1,1,,,,
