SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ABCL0003,simple,Abrazadera Clip 1,"Abrazadera Clip 1. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABCL0003.jpg,8.58,,,,,,,,,,,,,
ABCL0001,simple,"Abrazadera Clip 1/2""","Abrazadera Clip 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABCL0001.jpg,6.51,,,,,,,,,,,,,
ABOM0001,simple,Abrazadera Omega - 1/2 pulg,"Abrazadera Omega 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,3.64,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABOM0004,simple,Abrazadera Omega - 1 1/4 pulg,"Abrazadera Omega 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.06,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABOM0005,simple,Abrazadera Omega - 1 1/2 pulg,"Abrazadera Omega 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,11.29,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABOM0003,simple,"Abrazadera Omega 1""","Abrazadera Omega 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABOM0003.jpg,5.16,,,,,,,,,,,,,
ABOM0006,simple,"Abrazadera Omega 2""","Abrazadera Omega 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABOM0006.jpg,28.06,,,,,,,,,,,,,
ABPA0002,simple,"Abrazadera Pata Cabra 3/4"" Pct-34","Abrazadera Pata Cabra 3/4"" Pct-34. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPA0002.jpg,34.1,,,,,,,,,,,,,
46795,simple,"Abrazadera PPR, , Tipo U, Foset - 1/2 pulg","Abrazadera Ppr,1/2"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://www.truper.com/media/import/imagenes/CV-101.jpg, https://www.truper.com/media/import/imagenes/CV-101+E1.jpg, https://www.truper.com/media/import/imagenes/CV-101+FC1.jpg, https://www.truper.com/media/import/imagenes/CV-101+FC2.jpg",1.38,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
46796,simple,"Abrazadera PPR, , Tipo U, Foset - 3/4 pulg","Abrazadera Ppr,3/4"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://www.truper.com/media/import/imagenes/CV-102.jpg, https://www.truper.com/media/import/imagenes/CV-102+FC1.jpg, https://www.truper.com/media/import/imagenes/CV-102+FC2.jpg",2.07,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
46797,simple,"Abrazadera PPR, 1"", Tipo U, Foset","Abrazadera Ppr,1"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46797.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC2.jpg",2.07,,,,,,,,,,,,,
ABPE0001,simple,Abrazadera Tipo Pera - 1/2 pulg,"Abrazadera Tipo Pera 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.61,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABPE0002,simple,Abrazadera Tipo Pera - 3/4 pulg,"Abrazadera Tipo Pera 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,8.32,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABPE0005,simple,Abrazadera Tipo Pera - 1 1/2 pulg,"Abrazadera Tipo Pera 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.93,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABPE0003,simple,"Abrazadera Tipo Pera 1""","Abrazadera Tipo Pera 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0003.jpg,9.35,,,,,,,,,,,,,
ABPE0006,simple,"Abrazadera Tipo Pera 2""","Abrazadera Tipo Pera 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0006.jpg,11.61,,,,,,,,,,,,,
ABUR0005,simple,"Abrazadera U 1/4"" para tubo de 1 1/2""","Abrazadera U 1/4"" P/tubo de 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0005.png,6.9,,,,,,,,,,,,,
ABUR0004,simple,"Abrazadera U 1/4"" para tubo de 1 1/4""","Abrazadera U 1/4"" P/tubo de 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0004.png,27.86,,,,,,,,,,,,,
ABUR0003,simple,"Abrazadera U 1/4"" para tubo de 1""","Abrazadera U 1/4"" P/tubo de 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0003.png,10.97,,,,,,,,,,,,,
ABUR0001,simple,"Abrazadera U 1/4"" para tubo de 1/2""","Abrazadera U 1/4"" P/tubo de 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0001.jpg,8.84,,,,,,,,,,,,,
ABUR0006,simple,"Abrazadera U 1/4"" para tubo de 2""","Abrazadera U 1/4"" P/tubo de 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0006.jpg,33.09,,,,,,,,,,,,,
ABUR0008,simple,"Abrazadera U 1/4"" para tubo de 3""","Abrazadera U 1/4"" P/tubo de 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0008.jpg,67.4,,,,,,,,,,,,,
ABUR0002,simple,"Abrazadera U 1/4"" para tubo de 3/4""","Abrazadera U 1/4"" P/tubo de 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0002.jpg,9.55,,,,,,,,,,,,,
ABUR0009,simple,"Abrazadera U Roscada 1/4"" X 4 X 1/2""","Abrazadera U Roscada 1/4"" X 4 X 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0009.jpg,6.45,,,,,,,,,,,,,
ABUN0001,simple,Abrazadera Unicanal - 1/2 pulg,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.03,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0002,simple,Abrazadera Unicanal - 3/4 pulg,"Abrazadera Unicanal 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.09,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUN0004,simple,Abrazadera Unicanal - 1 1/4 pulg,"Abrazadera Unicanal 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.84,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUN0005,simple,Abrazadera Unicanal - 1 1/2 pulg,"Abrazadera Unicanal 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.2,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0007,simple,Abrazadera Unicanal - 2 1/2 pulg,"Abrazadera Unicanal 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,36.38,,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0003,simple,"Abrazadera Unicanal 1""","Abrazadera Unicanal 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.32,,,,,,,,,,,,,
ABUN0006,simple,"Abrazadera Unicanal 2""","Abrazadera Unicanal 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,16.58,,,,,,,,,,,,,
ABUN0008,simple,"Abrazadera Unicanal 3""","Abrazadera Unicanal 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,40.38,,,,,,,,,,,,,
ABUN0009,simple,"Abrazadera Unicanal 4""","Abrazadera Unicanal 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,48.23,,,,,,,,,,,,,
ACRI0002,simple,Acrilico Panel de Abeja 61x1.22 D-15 Grueso,"Acrilico Panel de Abeja 61x1.22 D-15 Grueso. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Control y protección,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ACRI0002.jpg,223.08,,,,,,,,,,,,,
45429,simple,"Adaptador Macho de PVC de 1/2"", Foset","Adaptador Macho de Pvc de 1/2"", Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_45429.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_FC1.jpg",2.76,,,,,,,,,,,,,
ADAP0001,simple,Adaptador para riel Dim para xlp000 1sep407740r0001,"Adaptador P/riel Dim P/xlp000 1sep407740r0001. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Accesorios eléctricos,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ADAP0001.jpg,213.0,,,,,,,,,,,,,
49880,simple,"Adaptador PPR 3/4"" Macho con Inserto Metálico, Foset","Adaptador Ppr 3/4"" Macho con Inserto Met¡lico, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Hidráulico,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_49880.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_FC1.jpg",53.45,,,,,,,,,,,,,
5253,simple,"Adaptador para Matraca de Cuadro 3/8"" a Cuadro 1/2"", Truper","Adaptador para Matraca de Cuadro 3/8"" a Cuadro 1/2"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_FC2.jpg",58.0,,,,,,,,,,,,,
5254,simple,"Adaptador para Matraca de Cuadro 1/2"" a Cuadro 3/8"", Truper","Adaptador para Matraca de Cuadro 1/2"" a Cuadro 3/8"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_FC2.jpg",78.0,,,,,,,,,,,,,
1030181,simple,Adhesivo Mont Clavos 140g,"Adhesivo Mont Clavos 140g. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_1030181.jpg,58.19,,,,,,,,,,,,,
102281,simple,"Adhesivo de Montaje Adiós Clavos, 140 G, Truper","Adhesivo de Montaje Adiós Clavos, 140 G, Truper. Herramienta y material de ferretería de alta calidad, fabricado para garantizar máxima durabilidad y resistencia en proyectos exigentes y profesionales.",FERRETERIA,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_102281.jpg,56.03,,,,,,,,,,,,,
AISL0024,simple,Aislador 13pd,"Aislador 13pd. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_AISL0024.jpg,434.63,,,,,,,,,,,,,
AIMA0001,simple,"Aislador Manzana Epoxico 3/8"" 600v Tipo Barril","Aislador Manzana Epoxico 3/8"" 600v Tipo Barril. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_AIMA0001.jpg,122.85,,,,,,,,,,,,,
ARM0001,simple,Alambre Armoflex 2x14 + Tierra(76.2m),"Alambre Armoflex 2x14 + Tierra(76.2m). Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ARM0001.jpg,78.92,,,,,,,,,,,,,
HC01,simple,Angulo Unicanal,"Angulo Unicanal. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_HC01.png,32.57,,,,,,,,,,,,,
LEVI0031,simple,"Apagador Decora Doble 15a, 120/277v 5634w","Apagador Decora Doble 15a, 120/277v 5634w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0031.jpg,234.27,,Marca,LEVITON,1,1,,,,,,,,
LEVI0028,simple,"Apagador Decora Sencillo 15a, 5601-2w","Apagador Decora Sencillo 15a, 5601-2w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0028.jpg,63.49,,,,,,,,,,,,,
LEVI0030,simple,"Apagador Decora Sencillo 15a, 560302w","Apagador Decora Sencillo 15a, 560302w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0030.jpg,77.05,,,,,,,,,,,,,
ILV0005,simple,Apagador Doble Brushed Metal Negro,"Apagador Doble Brushed Metal Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0005.jpg,99.0,,,,,,,,,,,,,
ILV0002,simple,Apagador Doble Policarbonato Metal Blanco,"Apagador Doble Policarbonato Metal Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0002.jpg,83.25,,,,,,,,,,,,,
LEVI0029,simple,Apagador Sencillo 1p 15a 120v Blanco 14512w,"Apagador Sencillo 1p 15a 120v Blanco 14512w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_LEVI0029.jpg,32.88,,,,,,,,,,,,,
ILV0004,simple,Apagador Sencillo Brushed Metal Negro,"Apagador Sencillo Brushed Metal Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0004.jpg,78.75,,,,,,,,,,,,,
ILV0001,simple,Apagador Sencillo Policarbonato Metal Blanco,"Apagador Sencillo Policarbonato Metal Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0001.jpg,62.25,,,,,,,,,,,,,
1451ICP,simple,Apagador Tl 15a 120v Leviton,"Apagador Tl 15a 120v Leviton. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_1451ICP.png,42.35,,,,,,,,,,,,,
ILV0006,simple,Apagador Triple Brushed Metal Negro,"Apagador Triple Brushed Metal Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Instalación,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ILV0006.jpg,120.75,,,,,,,,,,,,,
