SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ABUN0001,simple,Abrazadera Unicanal - 1/2 pulg,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.03,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0002,simple,Abrazadera Unicanal - 3/4 pulg,"Abrazadera Unicanal 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.09,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUN0004,simple,Abrazadera Unicanal - 1 1/4 pulg,"Abrazadera Unicanal 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.84,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUN0005,simple,Abrazadera Unicanal - 1 1/2 pulg,"Abrazadera Unicanal 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.2,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0007,simple,Abrazadera Unicanal - 2 1/2 pulg,"Abrazadera Unicanal 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,36.38,,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0003,simple,"Abrazadera Unicanal 1""","Abrazadera Unicanal 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.32,,,,,,,,,,,,,
ABUN0006,simple,"Abrazadera Unicanal 2""","Abrazadera Unicanal 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,16.58,,,,,,,,,,,,,
ABUN0008,simple,"Abrazadera Unicanal 3""","Abrazadera Unicanal 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,40.38,,,,,,,,,,,,,
ABUN0009,simple,"Abrazadera Unicanal 4""","Abrazadera Unicanal 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,48.23,,,,,,,,,,,,,
ARAC0006,simple,Arandela Acero Inoxidable Presion - 1/2 pulg,"Arandela Acero Inoxidable Presion 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,2.68,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAC0007,simple,Arandela Acero Inoxidable Presion - 1/4 pulg,"Arandela Acero Inoxidable Presion 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARAC0008,simple,Arandela Acero Inoxidable Presion - 3/8 pulg,"Arandela Acero Inoxidable Presion 3/8. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.65,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARAC0009,simple,Arandela Acero Inoxidable Presion - 5/8 pulg,"Arandela Acero Inoxidable Presion 5/8"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,3.29,,Medida,5/8 pulg,1,1,Marca,,1,1,,,,
ARAN0015,simple,Arandela Cuadrada de - 1/2 pulg,"Arandela Cuadrada de 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,18.0,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAN0016,simple,Arandela Cuadrada de - 3/4 pulg,"Arandela Cuadrada de 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,24.0,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ARAN0002,simple,Arandela Galv Plana - 1/4 pulg,"Arandela Galv Plana 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.18,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARAN0004,simple,Arandela Galv Plana - 3/8 pulg,"Arandela Galv Plana 3/8. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,0.38,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARAN0005,simple,Arandela Galv Plana - 1/2 pulg,"Arandela Galv Plana 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,1.46,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ARAN0007,simple,Arandela Galv Plana - 3/4 pulg,"Arandela Galv Plana 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,4.11,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ARBR0003,simple,Arandela Plana Bronce Al Silicio - 1/4 pulg,"Arandela Plana Bronce Al Silicio 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,8.24,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
ARBR0005,simple,Arandela Plana Bronce Al Silicio - 3/8 pulg,"Arandela Plana Bronce Al Silicio 3/8"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,16.29,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
ARBR0010,simple,Arandela Plana Bronce Al Silicio - 1/2 pulg,"Arandela Plana Bronce Al Silicio 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://dummyimage.com/600x600/cccccc/000000.png,28.4,,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
BALA0032,simple,Balastro Aditivo Metalico - 1000w,"Balastro Aditivo Metalico 1000w. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",ILUMINACIÓN > Accesorios,https://illuminer.com.mx/wp-content/uploads/2023/05/BE-1X20.jpg,0.0,,Medida,1000w,1,1,Marca,,1,1,,,,
BALA0400,simple,Balastro Aditivo Metalico - 4000w,Balastro Aditivo Metalico 4000w. Solución de iluminación eficiente e innovadora. Ideal para crear el ambiente perfecto con excelente rendimiento y ahorro de energía.,ILUMINACION,https://dummyimage.com/600x600/cccccc/000000.png,1225.71,,Medida,4000w,1,1,Marca,,1,1,,,,
BAMA0001,simple,Base para Mastil - 3/4 pulg,"Base para Mastil 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,35.02,,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
BAMA0003,simple,Base para Mastil - 1 1/4 pulg,"Base para Mastil 1 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,38.31,,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
BAMA0004,simple,Base para Mastil - 1 1/2 pulg,"Base para Mastil 1 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,39.73,,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
BAMA0006,simple,Base para Mastil - 2 1/2 pulg,"Base para Mastil 2 1/2. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,0.0,,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
43425,simple,Blíster con 2 Candados de Latón de  con Gancho Corto - 20mm,"Blã­ster con 2 Candados de Latã³n de 20mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/CL-20.jpg, https://www.truper.com/media/import/imagenes/CL-20+D1.jpg, https://www.truper.com/media/import/imagenes/CL-20+D2.jpg, https://www.truper.com/media/import/imagenes/CL-20+D3.jpg, https://www.truper.com/media/import/imagenes/CL-20+D4.jpg, https://www.truper.com/media/import/imagenes/CL-20+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-20+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-20+FC1.jpg",87.93,,Medida,20mm,1,1,Marca,,1,1,,,,
43426,simple,Blíster con 2 Candados de Latón de  con Gancho Corto - 25mm,"Blã­ster con 2 Candados de Latã³n de 25mm con Gancho Corto. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Manuales,"https://www.truper.com/media/import/imagenes/CL-25.jpg, https://www.truper.com/media/import/imagenes/CL-25+D1.jpg, https://www.truper.com/media/import/imagenes/CL-25+D2.jpg, https://www.truper.com/media/import/imagenes/CL-25+D3.jpg, https://www.truper.com/media/import/imagenes/CL-25+D4.jpg, https://www.truper.com/media/import/imagenes/CL-25+EI1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EIND1.jpg, https://www.truper.com/media/import/imagenes/CL-25+EM1.jpg, https://www.truper.com/media/import/imagenes/CL-25+FC1.jpg",111.21,,Medida,25mm,1,1,Marca,,1,1,,,,
44199,simple,"Bolsa con 50 Taquetes de Plástico , Fiero - 1/4 pulg","Bolsa con 50 Taquetes de Plã¡stico 1/4"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://www.truper.com/media/import/imagenes/TAQ-1-4P.jpg,20.69,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
44200,simple,"Bolsa con 50 Taquetes de Plástico , Fiero - 5/16 pulg","Bolsa con 50 Taquetes de Plã¡stico 5/16"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://www.truper.com/media/import/imagenes/TAQ-5-16P.jpg,30.17,,Medida,5/16 pulg,1,1,Marca,,1,1,,,,
44201,simple,"Bolsa con 50 Taquetes de Plástico , Fiero - 3/8 pulg","Bolsa con 50 Taquetes de Plã¡stico 3/8"", Fiero. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Ferretería general,https://www.truper.com/media/import/imagenes/TAQ-3-8P.jpg,33.62,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
15086,simple,"Broca Hss  Trublack para Metal, Truper - 3/16 pulg","Broca Hss 3/16"" Trublack para Metal, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BAV-3-16-N.jpg,21.55,,Medida,3/16 pulg,1,1,Marca,,1,1,,,,
15097,simple,"Broca Hss  Trublack para Metal, Truper - 1/4 pulg","Broca Hss 1/4"" Trublack para Metal, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BAV-1-4-N.jpg,35.34,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
15328,simple,"Broca Hss  Trublack para Metal, Truper - 5/16 pulg","Broca Hss 5/16"" Trublack para Metal, Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BAV-5-16-N.jpg,56.03,,Medida,5/16 pulg,1,1,Marca,,1,1,,,,
PROF0038,simple,Broca de Alta Velocidad - 1/4 pulg,"Broca de Alta Velocidad 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,94.5,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
PROF0039,simple,Broca de Alta Velocidad - 5/16 pulg,"Broca de Alta Velocidad 5/16. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,148.5,,Medida,5/16 pulg,1,1,Marca,,1,1,,,,
PROF0040,simple,Broca de Alta Velocidad - 3/16 pulg,"Broca de Alta Velocidad 3/16. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,66.0,,Medida,3/16 pulg,1,1,Marca,,1,1,,,,
11206,simple,"Broca para Concreto de X 6"", Truper - 1/4 pulg","Broca para Concreto de 1/4 X 6"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BCT-1-4X6.jpg,19.0,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
11224,simple,"Broca para Concreto de X 6"", Truper - 3/8 pulg","Broca para Concreto de 3/8 X 6"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BCT-3-8X6.jpg,35.0,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
102189,simple,Broca para Metal Hss - 13/64 pulg,"Broca para Metal Hss 13/64. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,27.59,,Medida,13/64 pulg,1,1,Marca,,1,1,,,,
102190,simple,Broca para Metal Hss - 7/32 pulg,"Broca para Metal Hss 7/32. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,31.03,,Medida,7/32 pulg,1,1,Marca,,1,1,,,,
102192,simple,Broca para Metal Hss - 1/4 pulg,"Broca para Metal Hss 1/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,39.66,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
102199,simple,Broca para Metal Hss - 11/32 pulg,"Broca para Metal Hss 11/32. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,79.31,,Medida,11/32 pulg,1,1,Marca,,1,1,,,,
102210,simple,Broca para Metal Hss - 3/8 pulg,"Broca para Metal Hss 3/8. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,93.97,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
102214,simple,Broca para Metal Hss - 7/16 pulg,"Broca para Metal Hss 7/16. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,0.0,,Medida,7/16 pulg,1,1,Marca,,1,1,,,,
102219,simple,Broca para Metal Hss - 9/16 pulg,"Broca para Metal Hss 9/16. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://dummyimage.com/600x600/cccccc/000000.png,306.03,,Medida,9/16 pulg,1,1,Marca,,1,1,,,,
11701,simple,"Broca para Vidrio y Azulejo de , Truper - 3/16 pulg","Broca para Vidrio y Azulejo de 3/16"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-3-16.jpg,44.83,,Medida,3/16 pulg,1,1,Marca,,1,1,,,,
11702,simple,"Broca para Vidrio y Azulejo de , Truper - 1/4 pulg","Broca para Vidrio y Azulejo de 1/4"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-1-4.jpg,56.03,,Medida,1/4 pulg,1,1,Marca,,1,1,,,,
11703,simple,"Broca para Vidrio y Azulejo de , Truper - 5/16 pulg","Broca para Vidrio y Azulejo de 5/16"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-5-16.jpg,62.07,,Medida,5/16 pulg,1,1,Marca,,1,1,,,,
11704,simple,"Broca para Vidrio y Azulejo de , Truper - 3/8 pulg","Broca para Vidrio y Azulejo de 3/8"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",FERRETERÍA > Accesorios,https://www.truper.com/media/import/imagenes/BVI-3-8.jpg,71.55,,Medida,3/8 pulg,1,1,Marca,,1,1,,,,
CACU0001,simple,Cable Cobre Desnudo Cal - 1/0 pulg,"Cable Cobre Desnudo Cal 1/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,226.53,,Medida,1/0 pulg,1,1,Marca,,1,1,,,,
CACU0005,simple,Cable Cobre Desnudo Cal - 3/0 pulg,"Cable Cobre Desnudo Cal 3/0. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,313.62,,Medida,3/0 pulg,1,1,Marca,,1,1,,,,
CMEX009,simple,Cable Condumex Thw-ls Cal 10 - Negro,"Cable Condumex Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,24.72,,Color,Negro,1,1,Marca,,1,1,,,,
CMEX010,simple,Cable Condumex Thw-ls Cal 10 - Blanco,"Cable Condumex Thw-ls Cal 10 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,24.72,,Color,Blanco,1,1,Marca,,1,1,,,,
CMEX011,simple,Cable Condumex Thw-ls Cal 10 - Rojo,"Cable Condumex Thw-ls Cal 10 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,24.72,,Color,Rojo,1,1,Marca,,1,1,,,,
CMEX012,simple,Cable Condumex Thw-ls Cal 10 - Verde,"Cable Condumex Thw-ls Cal 10 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,24.72,,Color,Verde,1,1,Marca,,1,1,,,,
CMEX001,simple,Cable Condumex Thw-ls Cal 14 - Blanco,"Cable Condumex Thw-ls Cal 14 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,10.92,,Color,Blanco,1,1,Marca,,1,1,,,,
CMEX002,simple,Cable Condumex Thw-ls Cal 14 - Rojo,"Cable Condumex Thw-ls Cal 14 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,10.92,,Color,Rojo,1,1,Marca,,1,1,,,,
CMEX003,simple,Cable Condumex Thw-ls Cal 14 - Verde,"Cable Condumex Thw-ls Cal 14 Verde. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,10.92,,Color,Verde,1,1,Marca,,1,1,,,,
CMEX013,simple,Cable Condumex Thw-ls Cal 8 - Negro,"Cable Condumex Thw-ls Cal 8 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,39.68,,Color,Negro,1,1,Marca,,1,1,,,,
CMEX015,simple,Cable Condumex Thw-ls Cal 8 - Rojo,"Cable Condumex Thw-ls Cal 8 Rojo. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,39.68,,Color,Rojo,1,1,Marca,,1,1,,,,
CCON0013,simple,Cable Thw-ls Cal 10 - Negro,"Cable Thw-ls Cal 10 Negro. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,27.81,,Color,Negro,1,1,Marca,,1,1,,,,
CCON0014,simple,Cable Thw-ls Cal 10 - Blanco,"Cable Thw-ls Cal 10 Blanco. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Cableado,https://dummyimage.com/600x600/cccccc/000000.png,27.81,,Color,Blanco,1,1,Marca,,1,1,,,,
