SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
ABCL0004,variation,Abrazadera Clip - 1 1/4 pulg,"Abrazadera Clip 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,13.42,id:ABCL0002-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABCL0003,simple,Abrazadera Clip 1,"Abrazadera Clip 1. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABCL0003.jpg,8.58,,,,,,,,,,,,,
ABCL0001,simple,"Abrazadera Clip 1/2""¨","Abrazadera Clip 1/2""â¨. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABCL0001.jpg,6.51,,,,,,,,,,,,,
ABOM0001-BASE,variable,Abrazadera Omega,"Abrazadera Omega 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABOM0001-BASE.jpg,,,Medida,"1/2 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
ABOM0001,variation,Abrazadera Omega - 1/2 pulg,"Abrazadera Omega 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,3.64,id:ABOM0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABOM0004,variation,Abrazadera Omega - 1 1/4 pulg,"Abrazadera Omega 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.06,id:ABOM0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABOM0005,variation,Abrazadera Omega - 1 1/2 pulg,"Abrazadera Omega 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,11.29,id:ABOM0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABOM0003,simple,"Abrazadera Omega 1""","Abrazadera Omega 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABOM0003.jpg,5.16,,,,,,,,,,,,,
ABOM0006,simple,"Abrazadera Omega 2""","Abrazadera Omega 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABOM0006.jpg,28.06,,,,,,,,,,,,,
ABPA0002,simple,"Abrazadera Pata Cabra 3/4"" Pct-34","Abrazadera Pata Cabra 3/4"" Pct-34. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPA0002.jpg,34.1,,,,,,,,,,,,,
46795-BASE,variable,"Abrazadera Ppr,â , Tipo U, Foset","Abrazadera Ppr,â 1/2"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-101.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-101_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-101_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/05/CV-101_FC2.jpg",,,Medida,"1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
46795,variation,"Abrazadera Ppr,â , Tipo U, Foset - 1/2 pulg","Abrazadera Ppr,â 1/2"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://www.truper.com/media/import/imagenes/CV-101.jpg, https://www.truper.com/media/import/imagenes/CV-101+E1.jpg, https://www.truper.com/media/import/imagenes/CV-101+FC1.jpg, https://www.truper.com/media/import/imagenes/CV-101+FC2.jpg",1.38,id:46795-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
46796,variation,"Abrazadera Ppr,â , Tipo U, Foset - 3/4 pulg","Abrazadera Ppr,â 3/4"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://www.truper.com/media/import/imagenes/CV-102.jpg, https://www.truper.com/media/import/imagenes/CV-102+FC1.jpg, https://www.truper.com/media/import/imagenes/CV-102+FC2.jpg",2.07,id:46795-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
46797,simple,"Abrazadera Ppr,â 1"", Tipo U, Foset","Abrazadera Ppr,â 1"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46797.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC2.jpg",2.07,,,,,,,,,,,,,
ABPE0001-BASE,variable,Abrazadera Tipo Pera,"Abrazadera Tipo Pera 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
ABPE0001,variation,Abrazadera Tipo Pera - 1/2 pulg,"Abrazadera Tipo Pera 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.61,id:ABPE0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABPE0002,variation,Abrazadera Tipo Pera - 3/4 pulg,"Abrazadera Tipo Pera 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,8.32,id:ABPE0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABPE0005,variation,Abrazadera Tipo Pera - 1 1/2 pulg,"Abrazadera Tipo Pera 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.93,id:ABPE0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABPE0003,simple,"Abrazadera Tipo Pera 1""","Abrazadera Tipo Pera 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0003.jpg,9.35,,,,,,,,,,,,,
ABPE0006,simple,"Abrazadera Tipo Pera 2""","Abrazadera Tipo Pera 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0006.jpg,11.61,,,,,,,,,,,,,
ABUR0005,simple,"Abrazadera U 1/4"" P/tubo de 1 1/2""","Abrazadera U 1/4"" P/tubo de 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0005.png,6.9,,,,,,,,,,,,,
ABUR0004,simple,"Abrazadera U 1/4"" P/tubo de 1 1/4""","Abrazadera U 1/4"" P/tubo de 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0004.png,27.86,,,,,,,,,,,,,
ABUR0003,simple,"Abrazadera U 1/4"" P/tubo de 1""","Abrazadera U 1/4"" P/tubo de 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0003.png,10.97,,,,,,,,,,,,,
ABUR0001,simple,"Abrazadera U 1/4"" P/tubo de 1/2""","Abrazadera U 1/4"" P/tubo de 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0001.jpg,8.84,,,,,,,,,,,,,
ABUR0006,simple,"Abrazadera U 1/4"" P/tubo de 2""","Abrazadera U 1/4"" P/tubo de 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0006.jpg,33.09,,,,,,,,,,,,,
ABUR0008,simple,"Abrazadera U 1/4"" P/tubo de 3""","Abrazadera U 1/4"" P/tubo de 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0008.jpg,67.4,,,,,,,,,,,,,
ABUR0002,simple,"Abrazadera U 1/4"" P/tubo de 3/4""","Abrazadera U 1/4"" P/tubo de 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0002.jpg,9.55,,,,,,,,,,,,,
ABUR0009,simple,"Abrazadera U Roscada 1/4"" X 4 X 1/2""","Abrazadera U Roscada 1/4"" X 4 X 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0009.jpg,6.45,,,,,,,,,,,,,
ABUN0001-BASE,variable,Abrazadera Unicanal,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUN0001-BASE.jpg,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg, 2 1/2 pulg",1,1,Marca,,1,1,,,,
ABUN0001,variation,Abrazadera Unicanal - 1/2 pulg,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,7.03,id:ABUN0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0002,variation,Abrazadera Unicanal - 3/4 pulg,"Abrazadera Unicanal 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,9.09,id:ABUN0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUN0004,variation,Abrazadera Unicanal - 1 1/4 pulg,"Abrazadera Unicanal 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.84,id:ABUN0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUN0005,variation,Abrazadera Unicanal - 1 1/2 pulg,"Abrazadera Unicanal 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,12.2,id:ABUN0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0007,variation,Abrazadera Unicanal - 2 1/2 pulg,"Abrazadera Unicanal 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,36.38,id:ABUN0001-BASE,Medida,2 1/2 pulg,1,1,Marca,,1,1,,,,
ABUN0003,simple,"Abrazadera Unicanal 1""","Abrazadera Unicanal 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,10.32,,,,,,,,,,,,,
ABUN0006,simple,"Abrazadera Unicanal 2""","Abrazadera Unicanal 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,16.58,,,,,,,,,,,,,
ABUN0008,simple,"Abrazadera Unicanal 3""","Abrazadera Unicanal 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,40.38,,,,,,,,,,,,,
ABUN0009,simple,"Abrazadera Unicanal 4""","Abrazadera Unicanal 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Canalización,https://dummyimage.com/600x600/cccccc/000000.png,48.23,,,,,,,,,,,,,
ABUÃ0001-BASE,variable,Abrazadera Uña,"Abrazadera Uãa 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,Medida,"1/2 pulg, 3/4 pulg, 1 1/4 pulg, 1 1/2 pulg",1,1,Marca,,1,1,,,,
ABUÃ0001,variation,Abrazadera Uña - 1/2 pulg,"Abrazadera Uãa 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,1.87,id:ABUÃ0001-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUÃ0002,variation,Abrazadera Uña - 3/4 pulg,"Abrazadera Uãa 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,4.14,id:ABUÃ0001-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUÃ0004,variation,Abrazadera Uña - 1 1/4 pulg,"Abrazadera Uãa 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,7.74,id:ABUÃ0001-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUÃ0005,variation,Abrazadera Uña - 1 1/2 pulg,"Abrazadera Uãa 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,9.03,id:ABUÃ0001-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUÃ0003,simple,"Abrazadera Uña 1""","Abrazadera Uãa 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÃ0006,simple,"Abrazadera Uña 2""","Abrazadera Uãa 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÃ0008,simple,"Abrazadera Uña 3""","Abrazadera Uãa 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÃ0009,simple,Abrazadera Uña 4,"Abrazadera Uãa 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ABUÑ0005-BASE,variable,Abrazadera Uña,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,,,Medida,"1 1/2 pulg, 1 1/4 pulg, 1/2 pulg, 3/4 pulg",1,1,Marca,,1,1,,,,
ABUÑ0005,variation,Abrazadera Uña - 1 1/2 pulg,"Abrazadera Uña 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,9.03,id:ABUÑ0005-BASE,Medida,1 1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0004,variation,Abrazadera Uña - 1 1/4 pulg,"Abrazadera Uña 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,7.74,id:ABUÑ0005-BASE,Medida,1 1/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0001,variation,Abrazadera Uña - 1/2 pulg,"Abrazadera Uña 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,1.87,id:ABUÑ0005-BASE,Medida,1/2 pulg,1,1,Marca,,1,1,,,,
ABUÑ0002,variation,Abrazadera Uña - 3/4 pulg,"Abrazadera Uña 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://dummyimage.com/600x600/cccccc/000000.png,4.14,id:ABUÑ0005-BASE,Medida,3/4 pulg,1,1,Marca,,1,1,,,,
ABUÑ0003,simple,"Abrazadera Uña 1""","Abrazadera Uña 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,4.45,,,,,,,,,,,,,
ABUÑ0006,simple,"Abrazadera Uña 2""","Abrazadera Uña 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,17.42,,,,,,,,,,,,,
ABUÑ0008,simple,"Abrazadera Uña 3""","Abrazadera Uña 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,50.63,,,,,,,,,,,,,
ABUÑ0009,simple,Abrazadera Uña 4,"Abrazadera Uña 4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",Varios,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/2026/04/000000.png,62.89,,,,,,,,,,,,,
ACRI0002,simple,Acrilico Panel de Abeja 61x1.22 D-15 Grueso,"Acrilico Panel de Abeja 61x1.22 D-15 Grueso. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",MATERIAL ELÉCTRICO > Control y protección,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ACRI0002.jpg,223.08,,,,,,,,,,,,,
