ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Brands,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2
28470,simple,46797,,"Abrazadera PPR, 1"", Tipo U, Foset",1,0,visible,,"Abrazadera Ppr,1"", Tipo U, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,2.07,MATERIAL ELÉCTRICO > Canalización,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_46797.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-103_FC2.jpg",,,,,,,,,0,,,,,,,,,
28471,simple,ABPE0001,,Abrazadera Tipo Pera - 1/2 pulg,1,0,visible,,"<p>El <strong>Abrazadera Tipo Pera - 1/2 Pulgadas</strong> es la elección perfecta para quienes buscan precisión y resistencia. Especialmente diseñado para el sector de material eléctrico  y  canalización, este artículo destaca por su excelente relación calidad-precio y su robustez.</p>\n<ul>\n    <li><strong>Construcción Sólida:</strong> Soporta las exigencias diarias del trabajo rudo.</li>\n    <li><strong>Máxima Eficiencia:</strong> Diseñado ergonómicamente o estructurado para facilitar la tarea del usuario.</li>\n    <li><strong>Estándar Industrial:</strong> Cumple con las normativas necesarias para un funcionamiento óptimo y seguro.</li>\n</ul>\n<p>No dejes la calidad de tus trabajos al azar; confía en componentes fabricados para durar.</p>\n",,,taxable,,0,0,,0,0,,,,,1,,,7.61,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1/2 pulg,1,1,,,,
28472,simple,ABPE0002,,Abrazadera Tipo Pera - 3/4 pulg,1,0,visible,,"Abrazadera Tipo Pera 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,8.32,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,3/4 pulg,1,1,,,,
28473,simple,ABPE0005,,Abrazadera Tipo Pera - 1 1/2 pulg,1,0,visible,,"Abrazadera Tipo Pera 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.93,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1 1/2 pulg,1,1,,,,
28474,simple,ABPE0003,,"Abrazadera Tipo Pera 1""",1,0,visible,,"Abrazadera Tipo Pera 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.35,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0003.jpg,,,,,,,,,0,,,,,,,,,
28475,simple,ABPE0006,,"Abrazadera Tipo Pera 2""",1,0,visible,,"Abrazadera Tipo Pera 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,11.61,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABPE0006.jpg,,,,,,,,,0,,,,,,,,,
28476,simple,ABUR0005,,"Abrazadera U 1/4"" para tubo de 1 1/2""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,6.9,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0005.png,,,,,,,,,0,,,,,,,,,
28477,simple,ABUR0004,,"Abrazadera U 1/4"" para tubo de 1 1/4""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,27.86,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0004.png,,,,,,,,,0,,,,,,,,,
28478,simple,ABUR0003,,"Abrazadera U 1/4"" para tubo de 1""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,10.97,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0003.png,,,,,,,,,0,,,,,,,,,
28479,simple,ABUR0001,,"Abrazadera U 1/4"" para tubo de 1/2""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,8.84,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0001.jpg,,,,,,,,,0,,,,,,,,,
28480,simple,ABUR0006,,"Abrazadera U 1/4"" para tubo de 2""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,33.09,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0006.jpg,,,,,,,,,0,,,,,,,,,
28481,simple,ABUR0008,,"Abrazadera U 1/4"" para tubo de 3""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,67.4,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0008.jpg,,,,,,,,,0,,,,,,,,,
28482,simple,ABUR0002,,"Abrazadera U 1/4"" para tubo de 3/4""",1,0,visible,,"Abrazadera U 1/4"" P/tubo de 3/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.55,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0002.jpg,,,,,,,,,0,,,,,,,,,
28483,simple,ABUR0009,,"Abrazadera U Roscada 1/4"" X 4 X 1/2""",1,0,visible,,"Abrazadera U Roscada 1/4"" X 4 X 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,6.45,MATERIAL ELÉCTRICO > Canalización,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ABUR0009.jpg,,,,,,,,,0,,,,,,,,,
28484,simple,ABUN0001,,Abrazadera Unicanal - 1/2 pulg,1,0,visible,,"Abrazadera Unicanal 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,7.03,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1/2 pulg,1,1,,,,
28485,simple,ABUN0002,,Abrazadera Unicanal - 3/4 pulg,1,0,visible,,"Abrazadera Unicanal 3/4. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,9.09,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,3/4 pulg,1,1,,,,
28486,simple,ABUN0004,,Abrazadera Unicanal - 1 1/4 pulg,1,0,visible,,"Abrazadera Unicanal 1 1/4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,12.84,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1 1/4 pulg,1,1,,,,
28487,simple,ABUN0005,,Abrazadera Unicanal - 1 1/2 pulg,1,0,visible,,"Abrazadera Unicanal 1 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,12.2,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,1 1/2 pulg,1,1,,,,
28488,simple,ABUN0007,,Abrazadera Unicanal - 2 1/2 pulg,1,0,visible,,"Abrazadera Unicanal 2 1/2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,36.38,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,Medida,2 1/2 pulg,1,1,,,,
28489,simple,ABUN0003,,"Abrazadera Unicanal 1""",1,0,visible,,"Abrazadera Unicanal 1"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,10.32,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,,,,,,,,
28490,simple,ABUN0006,,"Abrazadera Unicanal 2""",1,0,visible,,"Abrazadera Unicanal 2"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,16.58,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,,,,,,,,
28491,simple,ABUN0008,,"Abrazadera Unicanal 3""",1,0,visible,,"Abrazadera Unicanal 3"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,40.38,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,,,,,,,,
28492,simple,ABUN0009,,"Abrazadera Unicanal 4""",1,0,visible,,"Abrazadera Unicanal 4"". Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,48.23,MATERIAL ELÉCTRICO > Canalización,,,https://dummyimage.com/600x600/cccccc/000000.png,,,,,,,,,0,,,,,,,,,
28493,simple,ACRI0002,,Acrilico Panel de Abeja 61x1.22 D-15 Grueso,1,0,visible,,"Acrilico Panel de Abeja 61x1.22 D-15 Grueso. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,223.08,MATERIAL ELÉCTRICO > Control y protección,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ACRI0002.jpg,,,,,,,,,0,,,,,,,,,
28494,simple,45429,,"Adaptador Macho de PVC de 1/2"", Foset",1,0,visible,,"Adaptador Macho de Pvc de 1/2"", Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,2.76,FERRETERÍA > Hidráulico,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_45429.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/PVC-611_FC1.jpg",,,,,,,,,0,,,,,,,,,
28495,simple,ADAP0001,,Adaptador para riel Dim para xlp000 1sep407740r0001,1,0,visible,,"Adaptador P/riel Dim P/xlp000 1sep407740r0001. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,213.0,MATERIAL ELÉCTRICO > Accesorios eléctricos,,,https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_ADAP0001.jpg,,,,,,,,,0,,,,,,,,,
28496,simple,49880,,"Adaptador PPR 3/4"" Macho con Inserto Metálico, Foset",1,0,visible,,"Adaptador Ppr 3/4"" Macho con Inserto Met¡lico, Foset. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,53.45,FERRETERÍA > Hidráulico,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/SKU_49880.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_EI1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_EM1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/CV-612_FC1.jpg",,,,,,,,,0,,,,,,,,,
28497,simple,5253,,"Adaptador para Matraca de Cuadro 3/8"" a Cuadro 1/2"", Truper",1,0,visible,,"Adaptador para Matraca de Cuadro 3/8"" a Cuadro 1/2"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,58.0,FERRETERÍA > Manuales,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5253_FC2.jpg",,,,,,,,,0,,,,,,,,,
28498,simple,5254,,"Adaptador para Matraca de Cuadro 1/2"" a Cuadro 3/8"", Truper",1,0,visible,,"Adaptador para Matraca de Cuadro 1/2"" a Cuadro 3/8"", Truper. Producto versátil, práctico y de excelente calidad. Diseñado para ofrecer los mejores resultados en su categoría.",,,taxable,,1,,,0,0,,,,,1,,,78.0,FERRETERÍA > Manuales,,,"https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_E1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_FC1.jpg, https://springgreen-sparrow-647332.hostingersite.com/wp-content/uploads/productos/A-5254_FC2.jpg",,,,,,,,,0,,,,,,,,,
